,store,sido,gungu,store_address
816,별내역,경기,양주시,경기 남양주시 별내동 1006-1 (경기 남양주시 별내중앙로 30)
817,오남,경기,양주시,경기 남양주시 오남읍 오남리 205-19 (경기 남양주시 오남읍 진건오남로 647)
818,옥정,경기,양주시,"경기 양주시 옥정동 966-1 (101호, 102호) (경기 양주시 옥정동로7다길 62 101호, 201호)"
819,진건,경기,양주시,경기 남양주시 진건읍 사능리 353-4 (경기 남양주시 진건읍 사릉로 390)
820,진접장현리,경기,양주시,경기 남양주시 진접읍 장현리 672-1 (경기 남양주시 진접읍 봉현로 14)
821,진접지구,경기,양주시,경기 남양주시 진접읍 금곡리 1041-1 (경기 남양주시 진접읍 해밀예당2로 119)
822,창현,경기,양주시,경기 남양주시 화도읍 창현리 731-3 (경기 남양주시 화도읍 경춘로창벌2길 34-24)
823,퇴계원,경기,양주시,경기 남양주시 퇴계원면 퇴계원리 290-14 (경기 남양주시 퇴계원면 퇴계원로 33)
824,평내,경기,양주시,경기 남양주시 평내동 582-5 (경기 남양주시 경춘로 1286번안길 22)
825,호평,경기,양주시,경기 남양주시 호평동 656-1 (경기 남양주시 호평로46번안길 12-3(호평동))
826,양평,경기,양평군,경기 양평군 양평읍 양근리 183-4 (경기 양평군 양평읍 시민로 44)
827,여주1호,경기,여주군,경기 여주군 하동 405-4 (경기도 여주군 우암로 38)~6
828,여주대,경기,여주군,경기 여주군 여주읍 점봉리 (경기 여주시 세종로 355(점봉동))
829,오학,경기,여주군,경기 여주군 오학동 산45-7 (경기 여주군 도예로 87-1)
830,전곡,경기,연천군,경기 연천군 전곡읍 전곡리 302-11 (경기 연천군 전곡읍 온골로 43번길 3)
831,궐동,경기,오산시,경기 오산시 궐동 650-1 (경기 오산시 궐리사로 82)
832,세마수청,경기,오산시,경기 오산시 수청동 618-1 (경기 오산시 내삼미로79번길 27)
833,운암2호(오산),경기,오산시,"경기 오산시 오산동 919-3, 102호 (경기 오산시 운암로 117, 102호)"
834,원동,경기,오산시,"경기 오산시 오산동 881-7 (경기 오산시 오산로 199 동양프라자 101호, 102호)~8"
835,강남대,경기,용인시 기흥구,경기 용인시 기흥구 구갈동 594 강남피아 (경기 용인시 기흥구 강남동로 10 강남피아)
836,구갈2지구,경기,용인시 기흥구,경기 용인시 기흥구 구갈동 353-3 (경기 용인시 기흥구 구갈로 72번길 18)
837,구성1호,경기,용인시 기흥구,경기 용인시 기흥구 마북동 370-9 (경기 용인시 기흥구 구성로 19)
838,동백1호,경기,용인시 기흥구,경기 용인시 기흥구 동백동 614-5 (경기 용인시 기흥구 평촌1로 1번길 7)
839,보라,경기,용인시 기흥구,경기 용인시 기흥구 보라동 581-2 (경기 용인시 기흥구 한보라2로 14번길 4-16)
840,보정,경기,용인시 기흥구,경기 용인시 기흥구 보정동 1204-4 (경기 용인시 기흥구 죽전로 43번길 11-23)
841,용인서천,경기,용인시 기흥구,경기 용인시 기흥구 농서동 436-3 (경기 용인시 기흥구 서천동로91번길 4-4)
842,흥덕,경기,용인시 기흥구,경기 용인시 기흥구 영덕동 994-3 (경기 용인시 기흥구 흥덕2로65번길 20-15(영덕동))
843,동천1호,경기,용인시 수지구,경기 용인시 수지구 동천동 941-7 (경기 용인시 수지구 동천로113번길 5)
844,상현1호,경기,용인시 수지구,경기 용인시 수지구 상현동 3-4 (경기 용인시 수지구 만현로20)
845,상현역,경기,용인시 수지구,경기 용인시 수지구 상현동 1160 (경기 용인시 수지구 광교호수로360번길 2)
846,성복,경기,용인시 수지구,경기 용인시 수지구 성복동 162-3 (경기 용인시 수지구 성복2로 100)
847,수지1지구,경기,용인시 수지구,"경기 용인시 수지구 풍덕천동 29-10 (경기 용인시 수지구 수지로342번길 17(풍덕천동,에덴프라자))~9"
848,수지2지구,경기,용인시 수지구,경기 용인시 수지구 풍덕천동 697 (경기 용인시 수지구 정평로 102)
849,죽전,경기,용인시 수지구,경기 용인시 수지구 죽전동 1151 (경기 용인시 수지구 탄천상로 7 (101호))~1
850,남사,경기,용인시 처인구,경기 용인시 처인구 남사면 아곡리 702 (경기 용인시 처인구 남사면 한숲로58번길 16)
851,둔전,경기,용인시 처인구,경기 용인시 처인구 포곡읍 둔전리 400-2 (경기 용인시 처인구 포곡읍 포곡로 79)
852,양지,경기,용인시 처인구,경기 용인시 처인구 양지리 454-2 (경기 용인시 처인구 양지면 교동로 8)
853,용인1호,경기,용인시 처인구,경기 용인시 처인구 김량장동 293-24 (경기 용인시 처인구 중부대로 1355)
854,용인2호,경기,용인시 처인구,경기 용인시 처인구 마평동 657-14 (경기 용인시 처인구 금령로 141)
855,용인모현,경기,용인시 처인구,경기도 용인시 처인구 처인구 모현읍 왕산리 794-20 (경기도 용인시 처인구 모현읍 백옥대로 2384번길 21-31)
856,내손갈뫼,경기,의왕시,경기 의왕시 내손1동 755-4 명성프라자 (경기 의왕시 계원대학로 28)~5
857,백운호수,경기,의왕시,경기 의왕시 학의동 1093-4 (경기 의왕시 백운호수로3길 14)
858,오전고천,경기,의왕시,경기 의왕시 오전동 276-1 (경기 의왕시 경수대로 292 114호)~1
859,의왕역,경기,의왕시,경기 의왕시 장안남북로1길 7 (경기 의왕시 삼동 598-3)
860,인덕원,경기,의왕시,"경기 의왕시 포일동 662 (경기 의왕시 포일세거리로 3, 파레사타워 102호)"
861,포일내손,경기,의왕시,경기 의왕시 내손동 669-4 (경기 의왕시 복지로 100-1)
862,금오,경기,의정부시,경기 의정부시 금오동 473-4 (경기 의정부시 부용로 105)
863,녹양,경기,의정부시,경기 의정부시 가능동 92-51 (경기 의정부시 서부로 743)
864,민락(의정부),경기,의정부시,경기 의정부시 민락동 834-3 (경기 의정부시 오목로 225번길 89-41)
865,민락2호,경기,의정부시,경기 의정부시 민락동 902-1 (경기 의정부시 용민로 473)
866,신곡,경기,의정부시,경기 의정부시 신곡동 484 (경기 의정부시 능곡로 26번길 23)~6
867,신곡2호,경기,의정부시,"경기 의정부시 신곡동 703-9 (경기 의정부시 발곡로3번길, 1)"
868,용현1호,경기,의정부시,경기 의정부시 용현동 18-15 (경기 의정부시 충의로 37)~2
869,의정부역,경기,의정부시,경기 의정부시 의정부동 140-3 미래프라자 1층 (경기도 의정부시 의정부동 평화로 512 미래프라자 1층)
870,장암,경기,의정부시,경기 의정부시 신곡동 362-4 (경기 의정부시 동일로466번길 55)
871,호원1호,경기,의정부시,경기 의정부시 호원동 466-15 (경기 의정부시 평화로 156)
872,회룡역,경기,의정부시,경기 의정부시 호원동 426 (경기 의정부시 평화로 375)
873,이천1호,경기,이천시,경기 이천시 영창로 242 (경기 이천시 영창로 242)
874,이천관고,경기,이천시,경기 이천시 관고동 504-6 (경기 이천시 설봉로 7(관고동))
875,이천마장,경기,이천시,경기 이천시 마장면 오천리 444-1 (경기 이천시 마장면 중앙로 6번길 12)
876,이천하이닉스,경기,이천시,경기 이천시 부발읍 아미리 678-11 (경기 이천시 부발읍 경충대로2050번길 15-60)
877,증포,경기,이천시,경기 이천시 증포동 177-21 (경기 이천시 이섭대천로 1370)
878,가람마을,경기,파주시,경기 파주시 와동동 1557-1 (경기 파주시 가람로 47)
879,교하신도시,경기,파주시,경기 파주시 다율동 1001-6 (경기 파주시 순못길 7)
880,금촌1호,경기,파주시,경기 파주시 금촌동 51-8 (경기 파주시 아동로 10)
881,금촌로데오,경기,파주시,경기 파주시 금촌동 986-2 (경기 파주시 금빛로 27)
882,문산,경기,파주시,경기 파주시 문산읍 방촌로 1729 (경기 파주시 문산읍 당동리 888-6)
883,봉일천,경기,파주시,경기 파주시 조리읍 봉일천리 142-3 (경기 파주시 조리읍 고봉로 1032)
884,산내마을,경기,파주시,경기 파주시 목동동 937 (경기 파주시 청암로17번길 41)
885,운정1호,경기,파주시,경기 파주시 동패동 1758 (경기 파주시 와석순환로 135)
886,갈곶고현,경기,평택시,경기 평택시 갈곶리 239-48 (경기 평택시 진위면 엘지로 55-59)
887,고덕1호(평택),경기,평택시,경기 평택시 고덕면 여염리 4434-2 (경기 평택시 고덕여염12길 40)
888,동삭1호,경기,평택시,경기 평택시 동삭동 704-4 (경기 평택시 비전2로 30)
889,비전1호,경기,평택시,경기 평택시 비전동 829-1 (경기 평택시 평택5로114번길 12(비전동))
890,비전2호,경기,평택시,경기 평택시 비전동 790-3 (경기 평택시 평택2로 111-1)
891,세교,경기,평택시,"경기 평택시 세교동 181-8 (경기 평택시 세교로5 101, 103)"
892,소사벌,경기,평택시,"경기 평택시 비전동 1015 엘도라도 시티 104호, 105호 (경기 평택시 만세로 1845 엘도라도 시티 104호, 105호)"
893,송탄1호,경기,평택시,경기 평택시 이충동 664-4 (경기 평택시 이충로 49-31)
894,송탄2호,경기,평택시,경기 평택시 지산동 714-11 (경기 평택시 지산로 59)
895,안중1호,경기,평택시,경기 평택시 안중읍 현화리 47 (경기 평택시 안중읍 안현로서8길 57)
896,청북,경기,평택시,경기 평택시 청북읍 옥길리 1158-3 (경기 평택시 청북읍 안청로 346)
897,팽성1호,경기,평택시,경기 평택시 팽성읍 안정리 20-31 (경기 평택시 팽성읍 안정로95번길 2)
898,포승1호,경기,평택시,경기 평택시 도곡리 1142-16 (경기 평택시 포승읍 여술로 33-1)
899,송우,경기,포천시,경기 포천시 소흘읍 송우리 729-3 파크프라자 1층 (경기 포천시 소흘읍 송우로 75)
900,포천,경기,포천시,경기 포천시 신읍동 47-10 (경기 포천시 구절초로 44)~3
901,덕풍1호,경기,하남시,경기 하남시 덕풍동 309-64 (경기 하남시 하남대로 859)
902,미사1호,경기,하남시,경기 하남시 망월동 1004-1 (경기 하남시 미사강변북로 30번길 127)
903,미사역,경기,하남시,"경기도 하남시 망월동 1098-3 (경기도 하남시 미사강변중앙로 181, 101호,102호)"
904,신장1호,경기,하남시,경기 하남시 신장동 447-28 (경기 하남시 하남대로 771)
905,신장2호,경기,하남시,경기 하남시 천현동 40-13 (경기 하남시 천현로 130)
906,풍산지구,경기,하남시,경기 하남시 덕풍동 809 (경기 하남시 덕풍북로 251번길 24)
907,하남감일,경기,하남시,경기 하남시 감이동 525-3 (경기 하남시 감일백제로 97) 02 -470-2021
908,남양1호(화성),경기,화성시,경기 화성시 남양읍 남양리 2073-6 (경기 화성시 남양읍 역골로 29-16)
909,동탄1능동,경기,화성시,경기 화성시 반송동 70-4 (경기 화성시 동탄공원로1길 6-11(반송동))
910,동탄1호,경기,화성시,경기 화성시 반송동 42-6 (경기 화성시 동탄지성로 92)
911,동탄2 영천,경기,화성시,경기 화성시 영천동 701-1 (경기 화성시 지산2길 4-7)
912,동탄2목동,경기,화성시,경기 화성시 목동 454-5 (경기 화성시 왕배산3길 19)
913,동탄2산척,경기,화성시,경기 화성시 산척동 산16 (경기 화성시 동탄산척로 2나길 6-4)
914,동탄2청계,경기,화성시,"경기 화성시 청계동 536 (경기 화성시 동탄대로시범길 134 8,9호)"
915,동탄2호,경기,화성시,경기 화성시 반송동 217-6 (경기 화성시 동탄솔빛로 48)
916,동탄2호수공원,경기,화성시,경기도 화성시 송동 709-1 (경기 화성시 동탄순환대로3가길 27(송동))
917,동탄테크노밸리,경기,화성시,경기 화성시 영천동 797-1 (경기 화성시 동탄기흥로 520번가길 9-1)
918,발안1호,경기,화성시,경기 화성시 향남면 행정리 426-11 (경기 화성시 향남읍 행정서로 3길 4-32)
919,병점1호,경기,화성시,"경기 화성시 병점동 379-10 병점프라자 109호, 110호 (경기 화성시 경기대로 1014 병점프라자 109호, 110호)"
920,병점2호,경기,화성시,경기 화성시 진안동 914-1 (경기 화성시 효행로 1051)
921,봉담1호,경기,화성시,경기 화성시 상리 26-8 (경기 화성시 봉담읍 삼천병마로 1268)
922,송산그린시티,경기,화성시,"경기 화성시 새솔동 (경기 화성시 꽃내음2길 12-2 109호,110호)"
923,와우리,경기,화성시,경기 화성시 기안동 338-4 (경기 화성시 효행로 249)
924,향남2지구,경기,화성시,경기 화성시 향남읍 하길리 1466 (경기 화성시 향남읍 상신하길로328번길 8-13)
925,화산안녕,경기,화성시,경기 화성시 송산동 158-8 (경기 화성시 화산로 39)
926,경포,강원,강릉시,강원 강릉시 안현동 861-8 (강원 강릉시 경포로463번길 23)
927,교동1호(강릉),강원,강릉시,강원 강릉시 교동 1840-1 (강원 강릉시 하슬라로192번길 13(교동))
928,내곡회산,강원,강릉시,강원 강릉시 내곡동 428-1 (강원 강릉시 범일로 654)
929,노암,강원,강릉시,강원 강릉시 노암동 708-1 (강원 강릉시 임영로 62)
930,성덕,강원,강릉시,강원 강릉시 입암동 498-13 (강원 강릉시 강변로410번길 41)
931,유천,강원,강릉시,강원 강릉시 홍제동 1019-2 (강원 강릉시 선수촌로 79-19)
932,주문진,강원,강릉시,강원 강릉시 주문진읍 교항리 119-11 (강원 강릉시 주문진읍 주문로 4)
933,포남,강원,강릉시,강원 강릉시 포남동 1157-8 (강원 강릉시 성덕포남로 177)
934,고성(강원),강원,고성군,강원 고성군 간성읍 하리 18-1 (원도 고성군 간성로 66-1)~6
935,봉포,강원,고성군,강원 고성군 토성면 봉포리 166-21 (강원 고성군 토성면 봉포2길 19)
936,묵호,강원,동해시,강원 동해시 부곡동 74-5 (강원 동해시 발한로 45)
937,천곡,강원,동해시,강원 동해시 천곡동 872 (강원 동해시 한섬로 121)~7
938,청운,강원,동해시,강원 동해시 쇄운동 84-5 (강원 동해시 청운로 73)~7
939,삼척,강원,삼척시,강원 삼척시 남양동 17-2 (강원 삼척시 진주로 41)~8
940,교동(속초),강원,속초시,강원 속초시 교동 974-2 (강원 속초시 수복로 17-1)
941,동명,강원,속초시,강원 속초시 동명동 1-18 (강원 속초시 영금정로29)
942,조양,강원,속초시,강원 속초시 조양동 1520-10 (강원 속초시 조양로 98-1)
943,양구,강원,양구군,강원 양구군 양구읍 상리 227-105 (강원 양구군 양구읍 중앙길 47)
944,양양,강원,양양군,강원 양양군 양양읍 남문리 126-1 (강원 양양군 양양읍 양양로 80)
945,하조대,강원,양양군,강원 양양군 현북면 하광정리 361-7 (강원도 양양군 현북면 하조대2길1)
946,영월,강원,영월군,강원 영월군 영월읍 하송리 178-2 (강원 영월군 영월읍 분수대길 24)
947,개운,강원,원주시,"강원 원주시 개운동 395-23 (강원 원주시 행구로 32),762-2003"
948,늘품,강원,원주시,강원 원주시 반곡동 1767-54 (강원 원주시 늘품로 193-1)
949,단계,강원,원주시,강원 원주시 단계동 838-4 (강원 원주시 천사로 39)
950,단구,강원,원주시,강원 원주시 단구동 1631-2 (강원 원주시 단구로 373)
951,명륜(원주),강원,원주시,강원 원주시 명륜동 539 (강원 원주시 남원로 527)
952,무실,강원,원주시,강원 원주시 무실동 1664-3 (강원 원주시 만대로 176)
953,문막,강원,원주시,강원 원주시 문막읍 건등리 1705-3 (강원 원주시 문막읍 건등로 36)
954,우산,강원,원주시,"강원 원주시 우산동 818 (강원 원주시 모란1길 82),9927"
955,원주기업도시,강원,원주시,강원 원주시 지정면 가곡리 1348-7 (강원 원주시 지정면 신지정로 190)
956,원주봉화,강원,원주시,강원 원주시 단계동 1173-8 (강원 원주시 봉화서부로 24-1)
957,일산,강원,원주시,"강원 원주시 원동 278-7 (강원 원주시 남산로 59),9975"
958,태장,강원,원주시,강원 원주시 태장동 북원로 2716-1 (강원 원주시 태장동 북원로 2716-1)
959,혁신(원주),강원,원주시,"강원 원주시 반곡동 1880-7 (강원 원주시 양지로 14 , 114호)"
960,흥업,강원,원주시,강원 원주시 흥업면 흥업리 585-8 (강원 원주시 흥업면 남원로 65)
961,원통,강원,인제군,강원 인제군 북면 원통리 645-32 (강원 인제군 북면 원통로 174-1)
962,인제,강원,인제군,강원 인제군 인제읍 인제로 189 (강원 인제군 인제읍 인제로 189)
963,사북고한,강원,정선군,"강원 정선군 사북읍 사북리 344-56 (강원 정선군 사북읍 사북중앙로 58-1),8555"
964,석사,강원,춘천시,"강원 춘천시 석사동 748-18(33통405) (강원 춘천시 애막골길11번길 2, (33통405))"
965,신사우동,강원,춘천시,강원 춘천시 우두동 1052-29 (강원 춘천시 영서로 2767)
966,장학,강원,춘천시,강원 춘천시 동면 장학리 1003-1 (강원 춘천시 동면 춘천로 449번길 12-1)
967,춘천교대,강원,춘천시,강원 춘천시 동내면 거두리 912-4 (강원 춘천시 동내면 춘천순환로 67 1층)
968,춘천시청,강원,춘천시,강원 춘천시 소양로 3가 181-9 (강원 춘천시 금강로 24)
969,퇴계2호,강원,춘천시,강원 춘천시 퇴계동 87 (강원 춘천시 안마산로 199)
970,효자(춘천),강원,춘천시,강원 춘천시 효자동 545-3 (강원 춘천시 춘천로 94)
971,후평1호,강원,춘천시,강원 춘천시 후평동 836-1 (강원 춘천시 후석로 270)
972,후평사거리,강원,춘천시,강원 춘천시 후평1동 693-4 (강원 춘천시 춘천로 299)~4
973,태백1호,강원,태백시,강원 태백시 상장동 87-36 (강원 태백시 황지로 13-1)
974,대관령,강원,평창군,강원 평창군 횡계리 354-8 (강원 평창군 대관령면 올림픽로 183)
975,진부,강원,평창군,강원 평창군 진부면 하진부리 152-23 (강원 평창군 진부면 청송로 90)
976,휘닉스봉평,강원,평창군,강원 평창군 봉평면 무이리 709 (강원 평창군 봉평면 태기로 151)
977,홍천,강원,홍천군,강원 홍천군 홍천읍 신장대리 8-9 (강원 홍천군 홍천읍 마지기로 11-2)
978,사창,강원,화천군,강원 화천군 사내면 사창리 457-12 (강원 화천군 사내면 사내로5길 13)
979,화천,강원,화천군,강원 화천군 화천읍 하리 44-46 (강원 화천군 화천읍 중앙로 4길 8)~6
980,횡성,강원,횡성군,강원 횡성군 횡성읍 읍하리 107-48 (강원 횡성군 횡성읍 삼일로 9-2)
981,단양,충북,단양군,충북 단양군 단양읍 도전리 523 (충북 단양군 단양읍 수변로 63)
982,보은,충북,보은군,충북 보은군 보은읍 삼산리 153-2 (충북 보은군 보은읍 보은로 137)
983,충북옥천,충북,옥천군,충북 옥천군 옥천읍 장야리 289 (충북 옥천군 옥천읍 문장로 93)
984,금왕,충북,음성군,충북 음성군 금왕군 무극리 629 (충북 음성군 금왕읍 무극로 204-1)
985,대소,충북,음성군,충북 음성군 대소면 태생리 539-170 (충북 음성군 대소면 대동로 865)
986,음성,충북,음성군,충북 음성군 음성읍 읍내리 354-3 (충북 음성군 음성읍 시장로 67)
987,음성혁신도시,충북,음성군,충북 음성군 맹동면 두성리 1251 (충북 음성군 맹동면 용두2나길 15)
988,장호원감곡,충북,음성군,충북 음성군 감곡면 왕장리 523-8 (충북 음성군 감곡면 장감로 154)
989,강제,충북,제천시,충북 제천시 강제동 832 (충북 제천시 강저로 246)
990,명동,충북,제천시,충북 제천시 제천시 하소동 56-7 (충북 제천시 하소로 68)
991,신백,충북,제천시,충북 제천시 신백동 214-7 (충북 제천시 의병대로 36길 29)~3
992,왕암,충북,제천시,충북 제천시 왕암동 798 (충북 제천시 소새로 1길 11)
993,장락,충북,제천시,충북 제천시 장락동 542-7 (충북 제천시 죽하로11길 15)~2
994,청전,충북,제천시,충북 제천시 의림동 7-26 (충북 제천시 칠성로10길 7)
995,증평,충북,증평군,충북 증평군 증평읍 초중리 8-1 (충북 증평군 증평읍 삼보로 112)
996,광혜원,충북,진천군,충북 진천군 광혜원면 광혜원리 503-7 (충북 진천군 광혜원면 중리1길 7)
997,덕산,충북,진천군,충북 진천군 덕산읍 용몽리 85 (충북 진천군 덕산읍 용몽로 106)
998,진천(충북),충북,진천군,충북 진천군 진천읍 남산8길 10-3 (충북 진천군 진천읍 교성리 30-8)
999,오창산업단지,충북,청원군,충북 청원군 오창읍 주성리 602 (충북 청주시 청원구 오창읍 주성1길 10)
1000,청주옥산,충북,청원군,충북 청원군 옥산면 가락리 산 68-8 (충북 청주시 흥덕구 옥산면 가락길 28)
1001,금천광장,충북,청주시 상당구,충북 청주시 상당구 용담동 395 (충북 청주시 청주시 상당구 산성로 112번길 24)
1002,동남지구,충북,청주시 상당구,충북 청주시 상당구 용암동 3034 (충북 청주시 상당구 중고개로 141번길 20 신영빌딩 101호)
1003,용암1호,충북,청주시 상당구,충북 청주시 상당구 용암동 2574 (충북 청주시 상당구 용암북로 138번길 18-4)
1004,용암2호,충북,청주시 상당구,충북 청주시 상당구 용암동 1780 (충북 청주시 상당구 무농정로 27-1)
1005,우암동,충북,청주시 상당구,충북 청주시 상당구 우암동 123-81 (충북 청주시 상당구 상당로 220)
1006,분평,충북,청주시 서원구,"충북 청주시 서원구 분평동 1234 (충북 청주시 서원구 청남로 1992),4415"
1007,가경2호,충북,청주시 흥덕구,충북 청주시 흥덕구 개신동 691 (충북 청주시 서원구 복대로 31)
1008,강서,충북,청주시 흥덕구,충북 청주시 흥덕구 가경동 1849 (충북 청주시 흥덕구 서현북로 36)
1009,복대1호,충북,청주시 흥덕구,충북 청주시 흥덕구 복대동 1652 (충북 청주시 흥덕구 성봉로 293)
1010,봉명1호,충북,청주시 흥덕구,"충북 청주시 흥덕구 봉명동 2844-3 (충북 청주시 흥덕구 월명로178번길 55(봉명동,청안빌딩)),9989"
1011,사직1호(청주),충북,청주시 흥덕구,충북 청주시 흥덕구 사직2동 595-12 (충북 청주시 흥덕구 호국로 71)~6
1012,산남성화,충북,청주시 흥덕구,"충북 청주시 흥덕구 성화동 886번지 101호 (충북 청주시 흥덕구 구룡산로51번가길 10, 101호)"
1013,오송,충북,청주시 흥덕구,충북 청주시 흥덕구 오송읍 호송읍 만수리 521 (충북 청주시 흥덕구 오송읍 오송생명로 200)
1014,운천신봉,충북,청주시 흥덕구,충북 청주시 흥덕구 운천동 1366 (충북 청주시 흥덕구 사운로 244-1)
1015,하복대,충북,청주시 흥덕구,충북 청주시 흥덕구 복대동 2960 (충북 청주시 흥덕구 진재로 34)
1016,오창1호,충북,청주시 청원구,충북 청주시 청원구 오창읍 각리 652-7 (충북 청주시 청원구 오창읍 과학산업5로 114)
1017,갱고개,충북,충주시,충북 충주시 교현동 442-6 (충북 충주시 봉현로 322)
1018,봉방문화교현,충북,충주시,충북 충주시 교현동 634-17 (충북 충주시 국원대로 79)~3
1019,서충주기업도시,충북,충주시,"충북 충주시 중앙탑면 용전리 664 (107호, 108호) (충북 충주시 중앙탑면 기업도시로 214 (107호,108호))"
1020,성내용산,충북,충주시,충북 충주시 용산동 1650-2 (충북 충주시 남산로 90)~5
1021,연수,충북,충주시,충북 충주시 연수동 1610 (충북 충주시 갱고개로 154-1)
1022,계룡대,충남,계룡시,충남 계룡시 엄사면 엄사리 253-1 (충남 계룡시 엄사면 번영로 66)~3
1023,신관,충남,공주시,충남 공주시 신관동 24-25 (충남 공주시 번영1로 138)
1024,옥룡,충남,공주시,충남 공주시 옥룡동 308-1 (충남 공주시 무령로 301)
1025,금산(충남),충남,금산군,충남 금산군 금산읍 상리 47-10 (충남 금산군 금산읍 금산로 1503-2)
1026,연무,충남,논산시,충남 논산시 연무읍 안심리 76-64 (충남 논산시 연무읍 안심로 53)
1027,취암,충남,논산시,충남 논산시 내동 628 (충남 논산시 중앙로 214)
1028,기지시,충남,당진시,충남 당진시 반촌리 861-20 (충남 당진시 송악읍 반촌로 140-39)
1029,신평,충남,당진시,"충남 당진시 신평면 거산리 13-4번지 1층 (충남 당진시 신평면 거산3거리길 46, 1층)"
1030,읍내(당진),충남,당진시,충남 당진시 읍내동 850 (충남 당진시 무수동로 196(읍내동))~7
1031,채운,충남,당진시,충남 당진시 읍내동 1541 (충남 당진시 우두로 23)
1032,합덕,충남,당진시,충남 당진시 합덕읍 운산리 266-2 (충남 당진시 합덕읍 합우로 136)~3
1033,동대,충남,보령시,충남 보령시 동대동 1766 (충남 보령시 작은오랏5길 9)~9
1034,죽정,충남,보령시,충남 보령시 죽정동 668-14 (충남 보령시 지장골길 75)
1035,부여,충남,부여군,충남 부여군 부여읍 관북리 133-5 (충남 부여군 부여읍 석탑로 76-1)
1036,대산,충남,서산시,충남 서산시 대산읍 산리 129-5 (충남 서산시 대산읍 구진로 27)
1037,동문,충남,서산시,충남 서산시 동문동 406-2 (충남 서산시 안견로 151)
1038,서산테크노,충남,서산시,충남 서산시 오사리 1666 (충남 서산시 성연면 성연3로 111)
1039,석림,충남,서산시,충남 서산시 예천동 1287-5 (충남 서산시 호수공원9로 56)
1040,읍내(서산),충남,서산시,충남 서산시 읍내동 759-13 (충남 서산시 안견로 353)~3
1041,서천,충남,서천군,충남 서천군 군사리 718-11 (충남 서천군 서천로 127)
1042,권곡,충남,아산시,충남 아산시 권곡동 549-26 (충남 아산시 번영로 182)
1043,배미,충남,아산시,충남 아산시 배미동 239-17 (충남 아산시 서부북로 1006)~8
1044,배방1호,충남,아산시,충남 아산시 배방읍 공수리 1639 (충남 아산시 배방읍 모산로139번길 7)~3
1045,아산테크노,충남,아산시,충남 아산시 둔포면 석곡리 1704 (충남 아산시 둔포면 아산밸리중앙로 80-22)
1046,온천,충남,아산시,충남 아산시 온천동 1310 (충남 아산시 아산로 70)
1047,용화,충남,아산시,충남 아산시 용화동 714 (충남 아산시 온중로 5)
1048,장재,충남,아산시,충남 아산시 배방읍 장재리 1531 (충남 아산시 배방읍 용연로 84-20)
1049,탕정지중해,충남,아산시,충남 아산시 명암리 943-1 (충남 아산시 탕정면로22번길 18)
1050,예산,충남,예산군,충남 예산군 예산읍 산성리 709-4 (충남 예산군 예산읍 역전로 150-1)
1051,목천,충남,천안시 동남구,충남 천안시 동남구 목천읍 신계리 134-18 (충남 천안시 동남구 목천읍 충절로 890)
1052,봉명다가,충남,천안시 동남구,충남 천안시 동남구 다가동 373-6 (충남 천안시 동남구 차돌로 54(다가동))
1053,신방1호,충남,천안시 동남구,충남 천안시 동남구 신방동 785-32 (충남 천안시 동남구 신촌3길 16 천일빌딩)
1054,신방통정,충남,천안시 동남구,충남 천안시 동남구 신방동 1538 (충남 천안시 동남구 통정10로 33-6)
1055,신부1호,충남,천안시 동남구,충남 천안시 동남구 신부동 728 (충남 천안시 동남구 터미널2로 30(신부동))~7
1056,원성,충남,천안시 동남구,충남 천안시 동남구 원성2동 518-4 (충남 천안시 동남구 버들로 144)
1057,청수,충남,천안시 동남구,충남 천안시 동남구 청당동 513 (천안시 동남구 청수11로18)
1058,두정,충남,천안시 서북구,충남 천안시 서북구 성정2동 1211 (충남 천안시 서북구 성정중7길 18)
1059,백석(천안),충남,천안시 서북구,"충남 천안시 서북구 백석동 910번지 주공아파트상가 103호 (충남 천안시 서북구 백석3로 70, 주공그린빌11단지3차아파트 상가 103호)"
1060,불당,충남,천안시 서북구,충남 천안시 서북구 불당동 1630 (충남 천안시 서북구 불당33길 40)
1061,성거,충남,천안시 서북구,충남 천안시 서북구 성거읍 저리 65-1 (충청 천안시 서북구 성거읍 성거길 107)
1062,성성,충남,천안시 서북구,충남 천안시 서북구 성성동 656 (충남 천안시 서북구 성성8로 14-27)
1063,성정,충남,천안시 서북구,충남 천안시 서북구 성정동 149-4 (충남 천안시 서북구 봉정로 146)~2
1064,성환1호,충남,천안시 서북구,충남 천안시 서북구 성환읍 매주리 325-5 외 1 (충남 천안시 서북구 성환읍 연암율금로 472)
1065,직산1호,충남,천안시 서북구,충남 천안시 서북구 직산읍 삼은리 365 (충남 천안시 서북구 직산읍 봉주로 50)~1
1066,차암,충남,천안시 서북구,충남 천안시 서북구 차암동 514 (충남 천안시 서북구 밤개울1길 6-2)
1067,청양,충남,청양군,충남 청양군 청양읍 읍내리 284-32 (충남 청양군 청양읍 문화예술로 128)
1068,태안,충남,태안군,충남 태안군 태안읍 동문리 319-7 (충남 태안군 태안읍 중앙로 133-5)
1069,내포1호,충남,홍성군,충남 홍성군 홍북면 신경리 1181번지 승우빌딩 107호 (충남 홍성군 홍북읍 홍학로 87(엘가프라자))
1070,오관,충남,홍성군,충남 홍성군 홍성읍 대교리 577 (충남 홍성군 홍성읍 의사로 53-2)~5
